
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,0,0.000%
Uncommitted,Democratic,10,1.416%
,Party Total:,706,
,,,
Chris Christie,Republican,7,0.222%
Jeb Bush,Republican,10,0.317%
Ben Carson,Republican,50,1.585%
Donald J. Trump,Republican,"1,355",42.948%
Marco Rubio,Republican,102,3.233%
Ted Cruz,Republican,"1,404",44.501%
Rick Santorum,Republican,4,0.127%
Carly Fiorina,Republican,4,0.127%
John R. Kasich,Republican,182,5.769%
Rand Paul,Republican,10,0.317%
Jim Lynch,Republican,1,0.032%
Mike Huckabee,Republican,12,0.380%
Uncommitted,Republican,14,0.444%
,Party Total:,"3,155",
,,,
Austin Petersen,Libertarian,0,0.000%
Steven Elliott (Steve) Kerbel,Libertarian,1,33.333%
Rhett Rosenquest Smith,Libertarian,1,33.333%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,1,33.333%
,Party Total:,3,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"3,867",
,,,

U.S. President,,,13 of 13 Precincts Reported
Hillary Clinton,Democratic,321,52.110%
Henry Hewes,Democratic,3,0.487%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.000%
Bernie Sanders,Democratic,274,44.481%
Keith Judd,Democratic,1,0.162%
Willie L. Wilson,Democratic,2,0.325%
Martin J. O'Malley,Democratic,1,0.162%
John Wolfe,Democratic,3,0.487%
Jon Adams,Democratic,1,0.162%
Uncommitted,Democratic,10,1.623%
,Party Total:,616,
,,,
Chris Christie,Republican,6,0.426%
Jeb Bush,Republican,3,0.213%
Ben Carson,Republican,19,1.348%
Donald J. Trump,Republican,597,42.340%
Marco Rubio,Republican,74,5.248%
Ted Cruz,Republican,569,40.355%
Rick Santorum,Republican,2,0.142%
Carly Fiorina,Republican,0,0.000%
John R. Kasich,Republican,132,9.362%
Rand Paul,Republican,0,0.000%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,5,0.355%
Uncommitted,Republican,3,0.213%
,Party Total:,"1,410",
,,,
Austin Petersen,Libertarian,1,100.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,1,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"2,028",
,,,

U.S. President,,,27 of 27 Precincts Reported
Hillary Clinton,Democratic,"2,146",40.783%
Henry Hewes,Democratic,3,0.057%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.038%
Bernie Sanders,Democratic,"3,073",58.400%
Keith Judd,Democratic,1,0.019%
Willie L. Wilson,Democratic,1,0.019%
Martin J. O'Malley,Democratic,2,0.038%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,5,0.095%
Uncommitted,Democratic,29,0.551%
,Party Total:,"5,262",
,,,
Chris Christie,Republican,23,0.116%
Jeb Bush,Republican,39,0.196%
Ben Carson,Republican,154,0.775%
Donald J. Trump,Republican,"6,907",34.771%
Marco Rubio,Republican,833,4.194%
Ted Cruz,Republican,"10,586",53.292%
Rick Santorum,Republican,12,0.060%
Carly Fiorina,Republican,8,0.040%
John R. Kasich,Republican,"1,181",5.945%
Rand Paul,Republican,33,0.166%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,51,0.257%
Uncommitted,Republican,37,0.186%
,Party Total:,"19,864",
,,,
Austin Petersen,Libertarian,11,47.826%
Steven Elliott (Steve) Kerbel,Libertarian,2,8.696%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,1,4.348%
Uncommitted,Libertarian,9,39.130%
,Party Total:,23,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"25,152",
,,,

U.S. President,,,7 of 7 Precincts Reported
Hillary Clinton,Democratic,202,51.399%
Henry Hewes,Democratic,0,0.000%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.509%
Bernie Sanders,Democratic,178,45.293%
Keith Judd,Democratic,2,0.509%
Willie L. Wilson,Democratic,1,0.254%
Martin J. O'Malley,Democratic,2,0.509%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,0,0.000%
Uncommitted,Democratic,6,1.527%
,Party Total:,393,
,,,
Chris Christie,Republican,5,0.423%
Jeb Bush,Republican,6,0.508%
Ben Carson,Republican,25,2.117%
Donald J. Trump,Republican,545,46.147%
Marco Rubio,Republican,51,4.318%
Ted Cruz,Republican,456,38.611%
Rick Santorum,Republican,2,0.169%
Carly Fiorina,Republican,2,0.169%
John R. Kasich,Republican,77,6.520%
Rand Paul,Republican,4,0.339%
Jim Lynch,Republican,1,0.085%
Mike Huckabee,Republican,3,0.254%
Uncommitted,Republican,4,0.339%
,Party Total:,"1,181",
,,,
Austin Petersen,Libertarian,1,50.000%
Steven Elliott (Steve) Kerbel,Libertarian,1,50.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,2,
,,,
Uncommitted,Constitution,0,0.000%
,Total Votes:,"1,576",
,,,

U.S. President,,,79 of 79 Precincts Reported
Hillary Clinton,Democratic,"10,630",45.505%
Henry Hewes,Democratic,12,0.051%
"Roque ""Rocky"" De La Fuente",Democratic,12,0.051%
Bernie Sanders,Democratic,"12,542",53.690%
Keith Judd,Democratic,8,0.034%
Willie L. Wilson,Democratic,6,0.026%
Martin J. O'Malley,Democratic,15,0.064%
John Wolfe,Democratic,9,0.039%
Jon Adams,Democratic,9,0.039%
Uncommitted,Democratic,117,0.501%
,Party Total:,"23,360",
,,,
Chris Christie,Republican,49,0.149%
Jeb Bush,Republican,117,0.357%
Ben Carson,Republican,231,0.705%
Donald J. Trump,Republican,"12,291",37.499%
Marco Rubio,Republican,"2,368",7.225%
Ted Cruz,Republican,"13,559",41.367%
Rick Santorum,Republican,15,0.046%
Carly Fiorina,Republican,27,0.082%
John R. Kasich,Republican,"3,884",11.850%
Rand Paul,Republican,69,0.211%
Jim Lynch,Republican,6,0.018%
Mike Huckabee,Republican,50,0.153%
Uncommitted,Republican,111,0.339%
,Party Total:,"32,777",
,,,
Austin Petersen,Libertarian,34,28.333%
Steven Elliott (Steve) Kerbel,Libertarian,13,10.833%
Rhett Rosenquest Smith,Libertarian,1,0.833%
Cecil Ince,Libertarian,4,3.333%
Marc Allan Feldman,Libertarian,10,8.333%
Uncommitted,Libertarian,58,48.333%
,Party Total:,120,
,,,
Uncommitted,Constitution,22,100.000%
,Total Votes:,"56,279",
,,,

U.S. President,,,7 of 7 Precincts Reported
Hillary Clinton,Democratic,765,46.168%
Henry Hewes,Democratic,3,0.181%
"Roque ""Rocky"" De La Fuente",Democratic,4,0.241%
Bernie Sanders,Democratic,852,51.418%
Keith Judd,Democratic,4,0.241%
Willie L. Wilson,Democratic,1,0.060%
Martin J. O'Malley,Democratic,1,0.060%
John Wolfe,Democratic,1,0.060%
Jon Adams,Democratic,3,0.181%
Uncommitted,Democratic,23,1.388%
,Party Total:,"1,657",
,,,
Chris Christie,Republican,11,0.303%
Jeb Bush,Republican,12,0.330%
Ben Carson,Republican,48,1.321%
Donald J. Trump,Republican,"1,635",45.004%
Marco Rubio,Republican,211,5.808%
Ted Cruz,Republican,"1,394",38.370%
Rick Santorum,Republican,5,0.138%
Carly Fiorina,Republican,2,0.055%
John R. Kasich,Republican,277,7.625%
Rand Paul,Republican,9,0.248%
Jim Lynch,Republican,3,0.083%
Mike Huckabee,Republican,7,0.193%
Uncommitted,Republican,19,0.523%
,Party Total:,"3,633",
,,,
Austin Petersen,Libertarian,4,30.769%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,1,7.692%
Marc Allan Feldman,Libertarian,1,7.692%
Uncommitted,Libertarian,7,53.846%
,Party Total:,13,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"5,306",
,,,

U.S. President,,,29 of 29 Precincts Reported
Hillary Clinton,Democratic,"2,798",45.319%
Henry Hewes,Democratic,9,0.146%
"Roque ""Rocky"" De La Fuente",Democratic,4,0.065%
Bernie Sanders,Democratic,"3,303",53.499%
Keith Judd,Democratic,3,0.049%
Willie L. Wilson,Democratic,2,0.032%
Martin J. O'Malley,Democratic,5,0.081%
John Wolfe,Democratic,3,0.049%
Jon Adams,Democratic,4,0.065%
Uncommitted,Democratic,43,0.696%
,Party Total:,"6,174",
,,,
Chris Christie,Republican,26,0.176%
Jeb Bush,Republican,61,0.414%
Ben Carson,Republican,163,1.106%
Donald J. Trump,Republican,"5,553",37.665%
Marco Rubio,Republican,"1,065",7.224%
Ted Cruz,Republican,"6,159",41.776%
Rick Santorum,Republican,8,0.054%
Carly Fiorina,Republican,12,0.081%
John R. Kasich,Republican,"1,587",10.764%
Rand Paul,Republican,23,0.156%
Jim Lynch,Republican,2,0.014%
Mike Huckabee,Republican,38,0.258%
Uncommitted,Republican,46,0.312%
,Party Total:,"14,743",
,,,
Austin Petersen,Libertarian,11,30.556%
Steven Elliott (Steve) Kerbel,Libertarian,7,19.444%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,2,5.556%
Marc Allan Feldman,Libertarian,6,16.667%
Uncommitted,Libertarian,10,27.778%
,Party Total:,36,
,,,
Uncommitted,Constitution,5,100.000%
,Total Votes:,"20,958",
,,,

U.S. President,,,11 of 11 Precincts Reported
Hillary Clinton,Democratic,516,50.097%
Henry Hewes,Democratic,1,0.097%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.194%
Bernie Sanders,Democratic,501,48.641%
Keith Judd,Democratic,1,0.097%
Willie L. Wilson,Democratic,3,0.291%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,1,0.097%
Jon Adams,Democratic,1,0.097%
Uncommitted,Democratic,4,0.388%
,Party Total:,"1,030",
,,,
Chris Christie,Republican,4,0.130%
Jeb Bush,Republican,14,0.455%
Ben Carson,Republican,32,1.039%
Donald J. Trump,Republican,"1,248",40.533%
Marco Rubio,Republican,137,4.449%
Ted Cruz,Republican,"1,369",44.462%
Rick Santorum,Republican,3,0.097%
Carly Fiorina,Republican,1,0.032%
John R. Kasich,Republican,256,8.314%
Rand Paul,Republican,4,0.130%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,6,0.195%
Uncommitted,Republican,5,0.162%
,Party Total:,"3,079",
,,,
Austin Petersen,Libertarian,4,40.000%
Steven Elliott (Steve) Kerbel,Libertarian,1,10.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,3,30.000%
Uncommitted,Libertarian,2,20.000%
,Party Total:,10,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"4,120",
,,,

U.S. President,,,9 of 9 Precincts Reported
Hillary Clinton,Democratic,522,41.200%
Henry Hewes,Democratic,5,0.395%
"Roque ""Rocky"" De La Fuente",Democratic,3,0.237%
Bernie Sanders,Democratic,712,56.196%
Keith Judd,Democratic,3,0.237%
Willie L. Wilson,Democratic,3,0.237%
Martin J. O'Malley,Democratic,1,0.079%
John Wolfe,Democratic,2,0.158%
Jon Adams,Democratic,3,0.237%
Uncommitted,Democratic,13,1.026%
,Party Total:,"1,267",
,,,
Chris Christie,Republican,9,0.218%
Jeb Bush,Republican,21,0.508%
Ben Carson,Republican,34,0.823%
Donald J. Trump,Republican,"2,189",52.990%
Marco Rubio,Republican,152,3.679%
Ted Cruz,Republican,"1,522",36.843%
Rick Santorum,Republican,4,0.097%
Carly Fiorina,Republican,3,0.073%
John R. Kasich,Republican,155,3.752%
Rand Paul,Republican,10,0.242%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,8,0.194%
Uncommitted,Republican,24,0.581%
,Party Total:,"4,131",
,,,
Austin Petersen,Libertarian,2,33.333%
Steven Elliott (Steve) Kerbel,Libertarian,2,33.333%
Rhett Rosenquest Smith,Libertarian,1,16.667%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,1,16.667%
,Party Total:,6,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"5,407",
,,,

U.S. President,,,9 of 9 Precincts Reported
Hillary Clinton,Democratic,201,48.086%
Henry Hewes,Democratic,0,0.000%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.000%
Bernie Sanders,Democratic,213,50.957%
Keith Judd,Democratic,2,0.478%
Willie L. Wilson,Democratic,0,0.000%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,0,0.000%
Uncommitted,Democratic,2,0.478%
,Party Total:,418,
,,,
Chris Christie,Republican,3,0.149%
Jeb Bush,Republican,8,0.397%
Ben Carson,Republican,19,0.944%
Donald J. Trump,Republican,787,39.096%
Marco Rubio,Republican,69,3.428%
Ted Cruz,Republican,997,49.528%
Rick Santorum,Republican,2,0.099%
Carly Fiorina,Republican,0,0.000%
John R. Kasich,Republican,112,5.564%
Rand Paul,Republican,2,0.099%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,9,0.447%
Uncommitted,Republican,5,0.248%
,Party Total:,"2,013",
,,,
Austin Petersen,Libertarian,0,0.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,1,100.000%
,Party Total:,1,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"2,433",
,,,

U.S. President,,,14 of 14 Precincts Reported
Hillary Clinton,Democratic,397,42.919%
Henry Hewes,Democratic,1,0.108%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.108%
Bernie Sanders,Democratic,515,55.676%
Keith Judd,Democratic,1,0.108%
Willie L. Wilson,Democratic,2,0.216%
Martin J. O'Malley,Democratic,1,0.108%
John Wolfe,Democratic,1,0.108%
Jon Adams,Democratic,1,0.108%
Uncommitted,Democratic,5,0.541%
,Party Total:,925,
,,,
Chris Christie,Republican,5,0.137%
Jeb Bush,Republican,10,0.274%
Ben Carson,Republican,21,0.575%
Donald J. Trump,Republican,"1,672",45.758%
Marco Rubio,Republican,126,3.448%
Ted Cruz,Republican,"1,618",44.280%
Rick Santorum,Republican,2,0.055%
Carly Fiorina,Republican,0,0.000%
John R. Kasich,Republican,179,4.899%
Rand Paul,Republican,8,0.219%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,7,0.192%
Uncommitted,Republican,6,0.164%
,Party Total:,"3,654",
,,,
Austin Petersen,Libertarian,2,22.222%
Steven Elliott (Steve) Kerbel,Libertarian,3,33.333%
Rhett Rosenquest Smith,Libertarian,1,11.111%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,2,22.222%
Uncommitted,Libertarian,1,11.111%
,Party Total:,9,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"4,591",
,,,

U.S. President,,,7 of 7 Precincts Reported
Hillary Clinton,Democratic,239,50.959%
Henry Hewes,Democratic,1,0.213%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.213%
Bernie Sanders,Democratic,221,47.122%
Keith Judd,Democratic,0,0.000%
Willie L. Wilson,Democratic,0,0.000%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,1,0.213%
Uncommitted,Democratic,6,1.279%
,Party Total:,469,
,,,
Chris Christie,Republican,5,0.397%
Jeb Bush,Republican,3,0.238%
Ben Carson,Republican,11,0.873%
Donald J. Trump,Republican,634,50.317%
Marco Rubio,Republican,74,5.873%
Ted Cruz,Republican,410,32.540%
Rick Santorum,Republican,2,0.159%
Carly Fiorina,Republican,1,0.079%
John R. Kasich,Republican,105,8.333%
Rand Paul,Republican,2,0.159%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,6,0.476%
Uncommitted,Republican,7,0.556%
,Party Total:,"1,260",
,,,
Austin Petersen,Libertarian,0,0.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,1,100.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,1,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"1,731",
,,,

U.S. President,,,9 of 9 Precincts Reported
Hillary Clinton,Democratic,221,38.977%
Henry Hewes,Democratic,3,0.529%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.176%
Bernie Sanders,Democratic,328,57.848%
Keith Judd,Democratic,0,0.000%
Willie L. Wilson,Democratic,1,0.176%
Martin J. O'Malley,Democratic,2,0.353%
John Wolfe,Democratic,3,0.529%
Jon Adams,Democratic,0,0.000%
Uncommitted,Democratic,8,1.411%
,Party Total:,567,
,,,
Chris Christie,Republican,6,0.330%
Jeb Bush,Republican,3,0.165%
Ben Carson,Republican,34,1.871%
Donald J. Trump,Republican,800,44.029%
Marco Rubio,Republican,105,5.779%
Ted Cruz,Republican,718,39.516%
Rick Santorum,Republican,3,0.165%
Carly Fiorina,Republican,1,0.055%
John R. Kasich,Republican,127,6.990%
Rand Paul,Republican,5,0.275%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,3,0.165%
Uncommitted,Republican,12,0.660%
,Party Total:,"1,817",
,,,
Austin Petersen,Libertarian,3,50.000%
Steven Elliott (Steve) Kerbel,Libertarian,1,16.667%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,1,16.667%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,1,16.667%
,Party Total:,6,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"2,391",
,,,

U.S. President,,,9 of 9 Precincts Reported
Hillary Clinton,Democratic,327,40.520%
Henry Hewes,Democratic,4,0.496%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.124%
Bernie Sanders,Democratic,449,55.638%
Keith Judd,Democratic,3,0.372%
Willie L. Wilson,Democratic,1,0.124%
Martin J. O'Malley,Democratic,1,0.124%
John Wolfe,Democratic,3,0.372%
Jon Adams,Democratic,1,0.124%
Uncommitted,Democratic,17,2.107%
,Party Total:,807,
,,,
Chris Christie,Republican,3,0.091%
Jeb Bush,Republican,14,0.427%
Ben Carson,Republican,33,1.006%
Donald J. Trump,Republican,"1,688",51.448%
Marco Rubio,Republican,139,4.237%
Ted Cruz,Republican,"1,198",36.513%
Rick Santorum,Republican,2,0.061%
Carly Fiorina,Republican,2,0.061%
John R. Kasich,Republican,168,5.120%
Rand Paul,Republican,3,0.091%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,23,0.701%
Uncommitted,Republican,8,0.244%
,Party Total:,"3,281",
,,,
Austin Petersen,Libertarian,3,50.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,3,50.000%
,Party Total:,6,
,,,
Uncommitted,Constitution,2,100.000%
,Total Votes:,"4,096",
,,,

U.S. President,,,14 of 14 Precincts Reported
Hillary Clinton,Democratic,268,40.545%
Henry Hewes,Democratic,1,0.151%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.000%
Bernie Sanders,Democratic,384,58.094%
Keith Judd,Democratic,2,0.303%
Willie L. Wilson,Democratic,1,0.151%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,1,0.151%
Uncommitted,Democratic,4,0.605%
,Party Total:,661,
,,,
Chris Christie,Republican,7,0.223%
Jeb Bush,Republican,10,0.319%
Ben Carson,Republican,38,1.211%
Donald J. Trump,Republican,"1,657",52.788%
Marco Rubio,Republican,93,2.963%
Ted Cruz,Republican,"1,155",36.795%
Rick Santorum,Republican,2,0.064%
Carly Fiorina,Republican,1,0.032%
John R. Kasich,Republican,133,4.237%
Rand Paul,Republican,8,0.255%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,15,0.478%
Uncommitted,Republican,20,0.637%
,Party Total:,"3,139",
,,,
Austin Petersen,Libertarian,2,66.667%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,1,33.333%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,3,
,,,
Uncommitted,Constitution,3,100.000%
,Total Votes:,"3,806",
,,,

U.S. President,,,18 of 18 Precincts Reported
Hillary Clinton,Democratic,724,60.943%
Henry Hewes,Democratic,0,0.000%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.084%
Bernie Sanders,Democratic,448,37.710%
Keith Judd,Democratic,0,0.000%
Willie L. Wilson,Democratic,0,0.000%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,1,0.084%
Uncommitted,Democratic,14,1.178%
,Party Total:,"1,188",
,,,
Chris Christie,Republican,4,0.126%
Jeb Bush,Republican,10,0.314%
Ben Carson,Republican,36,1.131%
Donald J. Trump,Republican,"1,781",55.936%
Marco Rubio,Republican,113,3.549%
Ted Cruz,Republican,"1,037",32.569%
Rick Santorum,Republican,1,0.031%
Carly Fiorina,Republican,1,0.031%
John R. Kasich,Republican,179,5.622%
Rand Paul,Republican,6,0.188%
Jim Lynch,Republican,1,0.031%
Mike Huckabee,Republican,8,0.251%
Uncommitted,Republican,7,0.220%
,Party Total:,"3,184",
,,,
Austin Petersen,Libertarian,4,100.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,4,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"4,377",
,,,

U.S. President,,,51 of 51 Precincts Reported
Hillary Clinton,Democratic,"3,701",42.875%
Henry Hewes,Democratic,10,0.116%
"Roque ""Rocky"" De La Fuente",Democratic,3,0.035%
Bernie Sanders,Democratic,"4,784",55.422%
Keith Judd,Democratic,12,0.139%
Willie L. Wilson,Democratic,2,0.023%
Martin J. O'Malley,Democratic,10,0.116%
John Wolfe,Democratic,4,0.046%
Jon Adams,Democratic,10,0.116%
Uncommitted,Democratic,96,1.112%
,Party Total:,"8,632",
,,,
Chris Christie,Republican,38,0.186%
Jeb Bush,Republican,91,0.446%
Ben Carson,Republican,170,0.833%
Donald J. Trump,Republican,"9,080",44.492%
Marco Rubio,Republican,"1,148",5.625%
Ted Cruz,Republican,"8,117",39.774%
Rick Santorum,Republican,18,0.088%
Carly Fiorina,Republican,16,0.078%
John R. Kasich,Republican,"1,561",7.649%
Rand Paul,Republican,40,0.196%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,53,0.260%
Uncommitted,Republican,76,0.372%
,Party Total:,"20,408",
,,,
Austin Petersen,Libertarian,11,24.444%
Steven Elliott (Steve) Kerbel,Libertarian,9,20.000%
Rhett Rosenquest Smith,Libertarian,1,2.222%
Cecil Ince,Libertarian,4,8.889%
Marc Allan Feldman,Libertarian,2,4.444%
Uncommitted,Libertarian,18,40.000%
,Party Total:,45,
,,,
Uncommitted,Constitution,20,100.000%
,Total Votes:,"29,105",
,,,

U.S. President,,,18 of 18 Precincts Reported
Hillary Clinton,Democratic,401,43.777%
Henry Hewes,Democratic,1,0.109%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.000%
Bernie Sanders,Democratic,507,55.349%
Keith Judd,Democratic,1,0.109%
Willie L. Wilson,Democratic,0,0.000%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,0,0.000%
Uncommitted,Democratic,6,0.655%
,Party Total:,916,
,,,
Chris Christie,Republican,10,0.318%
Jeb Bush,Republican,10,0.318%
Ben Carson,Republican,39,1.241%
Donald J. Trump,Republican,"1,429",45.466%
Marco Rubio,Republican,141,4.486%
Ted Cruz,Republican,"1,276",40.598%
Rick Santorum,Republican,4,0.127%
Carly Fiorina,Republican,0,0.000%
John R. Kasich,Republican,203,6.459%
Rand Paul,Republican,8,0.255%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,8,0.255%
Uncommitted,Republican,15,0.477%
,Party Total:,"3,143",
,,,
Austin Petersen,Libertarian,3,60.000%
Steven Elliott (Steve) Kerbel,Libertarian,1,20.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,1,20.000%
Uncommitted,Libertarian,0,0.000%
,Party Total:,5,
,,,
Uncommitted,Constitution,4,100.000%
,Total Votes:,"4,068",
,,,

U.S. President,,,11 of 11 Precincts Reported
Hillary Clinton,Democratic,171,48.034%
Henry Hewes,Democratic,1,0.281%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.000%
Bernie Sanders,Democratic,176,49.438%
Keith Judd,Democratic,1,0.281%
Willie L. Wilson,Democratic,1,0.281%
Martin J. O'Malley,Democratic,0,0.000%
John Wolfe,Democratic,0,0.000%
Jon Adams,Democratic,1,0.281%
Uncommitted,Democratic,5,1.404%
,Party Total:,356,
,,,
Chris Christie,Republican,4,0.374%
Jeb Bush,Republican,3,0.280%
Ben Carson,Republican,22,2.056%
Donald J. Trump,Republican,435,40.654%
Marco Rubio,Republican,69,6.449%
Ted Cruz,Republican,405,37.850%
Rick Santorum,Republican,2,0.187%
Carly Fiorina,Republican,0,0.000%
John R. Kasich,Republican,116,10.841%
Rand Paul,Republican,0,0.000%
Jim Lynch,Republican,0,0.000%
Mike Huckabee,Republican,10,0.935%
Uncommitted,Republican,4,0.374%
,Party Total:,"1,070",
,,,
Austin Petersen,Libertarian,0,0.000%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.000%
Rhett Rosenquest Smith,Libertarian,0,0.000%
Cecil Ince,Libertarian,0,0.000%
Marc Allan Feldman,Libertarian,0,0.000%
Uncommitted,Libertarian,1,100.000%
,Party Total:,1,
,,,
Uncommitted,Constitution,1,100.000%
,Total Votes:,"1,428",
,,,

U.S. President,,,76 of 76 Precincts Reported
Hillary Clinton,Democratic,"10,910",38.305%
Henry Hewes,Democratic,20,0.070%
"Roque ""Rocky"" De La Fuente",Democratic,20,0.070%
Bernie Sanders,Democratic,"17,403",61.102%
Keith Judd,Democratic,5,0.018%
Willie L. Wilson,Democratic,9,0.032%
Martin J. O'Malley,Democratic,9,0.032%
John Wolfe,Democratic,8,0.028%
Jon Adams,Democratic,12,0.042%
Uncommitted,Democratic,86,0.302%
,Party Total:,"28,482",
,,,
Chris Christie,Republican,72,0.139%
Jeb Bush,Republican,155,0.299%
Ben Carson,Republican,460,0.888%
Donald J. Trump,Republican,"16,649",32.129%
Marco Rubio,Republican,"2,684",5.179%
Ted Cruz,Republican,"26,784",51.687%
Rick Santorum,Republican,42,0.081%
Carly Fiorina,Republican,14,0.027%
John R. Kasich,Republican,"4,618",8.912%
Rand Paul,Republican,102,0.197%
Jim Lynch,Republican,2,0.004%
Mike Huckabee,Republican,107,0.206%
Uncommitted,Republican,131,0.253%
,Party Total:,"51,820",
,,,
Austin Petersen,Libertarian,51,33.553%
